2017-06-04T07:00:00,7,78,12680451
2017-06-05T07:00:00,1,89,15242108
2017-06-06T07:00:00,2,90,14625731
2017-06-07T07:00:00,3,82,12499722
2017-06-08T07:00:00,4,83,13738668
2017-06-09T07:00:00,5,68,14801750
2017-06-10T07:00:00,6,72,14527814
2017-06-11T07:00:00,7,85,13790766
2017-06-12T07:00:00,1,73,15250416
2017-06-13T07:00:00,2,76,13725386
2017-06-14T07:00:00,3,70,12455387
2017-06-15T07:00:00,4,86,11309971
2017-06-16T07:00:00,5,63,11094009
2017-06-17T07:00:00,6,67,9725389
2017-06-18T07:00:00,7,70,9627500
2017-06-19T07:00:00,1,82,10143857
2017-06-20T07:00:00,2,80,10567318
2017-06-21T07:00:00,3,81,10317996
2017-06-22T07:00:00,4,84,11241115
2017-06-23T07:00:00,5,71,11745929
2017-06-24T07:00:00,6,77,10322757
2017-06-25T07:00:00,7,78,8655574
2017-06-26T07:00:00,1,74,9321426
2017-06-27T07:00:00,2,83,11907193
2017-06-28T07:00:00,3,72,14705229
2017-06-29T07:00:00,4,78,10763490
2017-06-30T07:00:00,5,66,10522846
2017-07-01T07:00:00,6,77,9575428
2017-07-02T07:00:00,7,78,9708274
2017-07-03T07:00:00,1,71,10574628
2017-07-04T07:00:00,2,66,12320833
2017-07-05T07:00:00,3,76,11687222
2017-07-06T07:00:00,4,67,11022629
2017-07-07T07:00:00,5,61,10368105
2017-07-08T07:00:00,6,70,9922517
2017-07-09T07:00:00,7,72,10388562
2017-07-10T07:00:00,1,79,9646466
2017-07-11T07:00:00,2,78,9143190
2017-07-12T07:00:00,3,74,8359429
2017-07-13T07:00:00,4,70,8449590
2017-07-14T07:00:00,5,75,7661107
2017-07-15T07:00:00,6,66,8242725
2017-07-16T07:00:00,7,86,9254495
2017-07-17T07:00:00,1,89,10667663
2017-07-18T07:00:00,2,79,9795429
2017-07-19T07:00:00,3,85,8975079
2017-07-20T07:00:00,4,89,8538411
2017-07-21T07:00:00,5,68,8529152
2017-07-22T07:00:00,6,64,8025010
2017-07-23T07:00:00,7,78,8234844
2017-07-24T07:00:00,1,83,8427326
2017-07-25T07:00:00,2,84,8531230
2017-07-26T07:00:00,3,74,7528524
2017-07-27T07:00:00,4,66,7344510
2017-07-28T07:00:00,5,68,7226934
2017-07-29T07:00:00,6,63,7409710
2017-07-30T07:00:00,7,65,7189586
2017-07-31T07:00:00,1,59,7807852
2017-08-01T07:00:00,2,65,8841093
2017-08-02T07:00:00,3,72,7413674
2017-08-03T07:00:00,4,79,6643237
2017-08-04T07:00:00,5,58,7883447
2017-08-05T07:00:00,6,58,7480000
2017-08-06T07:00:00,7,67,7942285
2017-08-07T07:00:00,1,68,7106077
2017-08-08T07:00:00,2,52,7331398
2017-08-09T07:00:00,3,63,5833055
2017-08-10T07:00:00,4,74,6332500
2017-08-11T07:00:00,5,55,7202550
2017-08-12T07:00:00,6,55,6889139
2017-08-13T07:00:00,7,65,6270795
2017-08-14T07:00:00,1,59,6626983
2017-08-15T07:00:00,2,72,7222520
2017-08-16T07:00:00,3,68,6824810
2017-08-17T07:00:00,4,66,7179764
